Date,NewCase,CumCases,NewDeaths,Deaths
02/07/2020,0.0009314887292399628,31883635.94772866,0.0006937858384643132,344681.5377215329
03/07/2020,0.0006956730010305427,31883635.94842433,0.0005181470460652918,344681.5382396799
04/07/2020,0.0005195565799200187,31883635.948943887,0.00038697341590264943,344681.5386266533
05/07/2020,0.00038802585687390426,31883635.949331917,0.000289007696449422,344681.53891566105
06/07/2020,0.0002897934049056114,31883635.949621707,0.00021584275312963434,344681.5391315038
07/07/2020,0.00021642939587783068,31883635.949838135,0.0001612000320150353,344681.53929270385
08/07/2020,0.00016163815481367238,31883635.949999772,0.00012039056253493303,344681.53941309435
09/07/2020,0.00012071783817313217,31883635.950120486,8.991242226248945E-05,344681.5395030068
10/07/2020,9.015691047681857E-05,31883635.950210642,6.715017507685637E-05,344681.53957015695
11/07/2020,6.733279767221402E-05,31883635.950277977,5.0150457782209166E-05,344681.53962030733
12/07/2020,5.0286843727742626E-05,31883635.950328264,3.745440151001917E-05,344681.5396577617
13/07/2020,3.7556242727004936E-05,31883635.950365823,2.797247064270814E-05,344681.5396857342
14/07/2020,2.8048515551937797E-05,31883635.950393874,2.0890970829434562E-05,344681.53970662516
15/07/2020,2.0947759152432148E-05,31883635.95041482,1.5602213066616302E-05,344681.5397222273
16/07/2020,1.564462683015957E-05,31883635.950430464,1.1652353789040696E-05,344681.5397338796
17/07/2020,1.1684034294556248E-05,31883635.950442147,8.70244217667266E-06,344681.53974258207
18/07/2020,8.726105430838274E-06,31883635.95045087,6.499332676366874E-06,344681.5397490814
19/07/2020,6.517006137310851E-06,31883635.950457387,4.85396384137492E-06,344681.5397539354
20/07/2020,4.86716242745447E-06,31883635.950462256,3.6251365921211994E-06,344681.53975756053
21/07/2020,3.634992837262737E-06,31883635.950465888,2.7073984383590185E-06,344681.5397602679
22/07/2020,2.7147588719374552E-06,31883635.950468604,2.021994017417064E-06,344681.53976228985
23/07/2020,2.0274909866958263E-06,31883635.950470634,1.5101060892395893E-06,344681.5397638
24/07/2020,1.514211640343615E-06,31883635.95047215,1.1278076010423378E-06,344681.53976492776
25/07/2020,1.1308740174524593E-06,31883635.95047328,8.422918867137489E-07,344681.5397657701
26/07/2020,8.445821284864E-07,31883635.950474124,6.290574325155381E-07,344681.53976639913
27/07/2020,6.307678812717052E-07,31883635.950474758,4.698054425257376E-07,344681.539766869
28/07/2020,4.7108282245874614E-07,31883635.950475227,3.508696487834674E-07,344681.53976721986
29/07/2020,3.5182359726975724E-07,31883635.950475577,2.6204357880024294E-07,344681.53976748185
30/07/2020,2.6275600366773906E-07,31883635.95047584,1.957046672986549E-07,344681.5397676776
31/07/2020,1.9623673778028163E-07,31883635.950476043,1.4616009057746624E-07,344681.53976782376
01/08/2020,1.4655747537017053E-07,31883635.95047619,1.091582143781799E-07,344681.53976793296
02/08/2020,1.0945500815139057E-07,31883635.9504763,8.152373623474338E-08,344681.53976801445
03/08/2020,8.174539762676878E-08,31883635.950476382,6.08852045524919E-08,344681.53976807534
04/08/2020,6.105074869259959E-08,31883635.950476445,4.5471521693163266E-08,344681.5397681208
05/08/2020,4.559515350044021E-08,31883635.95047649,3.3959962457195366E-08,344681.53976815473
06/08/2020,3.405229338158647E-08,31883635.950476523,2.5362665158065575E-08,344681.5397681801
07/08/2020,2.5431620995446477E-08,31883635.950476553,1.8941856656931115E-08,344681.539768199
08/08/2020,1.8993356153154827E-08,31883635.95047657,1.4146538631396951E-08,344681.5397682132
09/08/2020,1.4185001279547102E-08,31883635.950476583,1.05652028942563E-08,344681.53976822377
10/08/2020,1.0593928808664696E-08,31883635.950476598,7.890517989809988E-09,344681.5397682317
11/08/2020,7.911971732395805E-09,31883635.95047661,5.892956109714501E-09,344681.53976823756
12/08/2020,5.908978479146709E-09,31883635.95047661,4.401096644097045E-09,344681.539768242
